row_id,source_system,reported_by,reported_by_tax_id,reported_by_country,declared_supplier,declared_supplier_tax_id,declared_supplier_country,relationship_type,last_updated,notes
676,portal_v2,Danube Components Sp z oo,PL8781446242,Polska,RiversideC hemicals S.p.A.,IT17291807684,IT,components,04/04/2025,
677,portal_v2,Oakridge Fsateners Lda.,PT175750309,Portugal,Westprot Trading A.Ş.,9238434939,Turkey,logistics,01/04/2025,Pending re-confirmation
678,portal_v2,Silverline Chemicals SAS,FR67254489366,France,Riverside  Metals  Inc. ,96-4638761,United States,materia prima,26/02/2024,
679,portal_v2,Continental Fastenesr SARL,,Maroc,"Highland  Tooling  Co.,  Ltd. ",G9GDNTQUXZJWLN2EV6,CN,component,,
680,legacy_manual_import,silverline materials sas,FR18769608269,FR,Copperfiled Fibers Lda.,PT151483512,Portugal,raw material,08-24-2025,Société certifiée ISO 9001
681,portal_v2,"andean leather co., ltd.",DNCWF820JL0Q221BH9,CN,Horizon Steel Lda.,PT702711595,PT,RAW_MATERIAL,18/11/2022,
682,legacy_manual_import,Northgate Circuist Ltd.,GB715429489,United Kingdom,STONEBRIDGE YARNS LDA.,PT103953164,Portugal,components,11-04-2022,Société certifiée ISO 9001
683,portal_v2,HORIZON ALLOYS SARL,381866192115924,Maroc,Northgaet Trading SARL,FR81767886857,FR,logistics,29/01/2022,
684,portal_v2,Atlantic  Trading  B.V. ,NL274449316B37,Netherlands,Westport  Packaging  Ltd. ,GB604944530,GB,dyeing,14/05/2025,
685,portal_v2,Global Yarns .AŞ.,9960677129,Türkiye,"royal tooling co., ltd.",7037207554,Vietnam,Raw Material,16/08/2022,
686,portal_v2,Oakridge Logistics A.Ş.,7963609841,TR,Apex MachineryG mbH,DE660561327,Deutschland,dyeing,16/08/2025,Société certifiée ISO 9001
687,portal_v2,Eastfield  Components  SARL ,FR58653776073,FR,"lakeside electronics co., ltd.",,China,packaging,25/09/2024,Contact information outdated
688,portal_v2,danube plastics ltd.,GB286174002,GB,Batlic Manufacturing SARL,,Morocco,subcontracted_labor,07/04/2022,
689,legacy_manual_import,Iberian Machinery Ltd,GB910116526,UK,Redstone  Electronics  B.V. ,NL912755756B86,NL,subcontracted_labor,01-08-2024,
690,portal_v2,Westoprt Electronics SARL,394225258329500,Morocco,Iberian  Machinery  Ltd. ,GB910116526,UK,component,11/03/2025,Duplicate of prior quarter submission
691,portal_v2,SUMMIT TRADING SARL,,FR,Horizon  Polymers  Sp.  z  o.o. ,PL0171072146,Polska,Raw Material,,
692,portal_v2,GLOBAL YARNS A.Ş.,9960677129,TR,"Royal Tooling Co., tLd.",7037207554,VN,RAW_MATERIAL,13/06/2025,Backup supplier - low volume
693,portal_v2,Irongate  Alloys  A.Ş. ,6888337780,Türkiye,"andean steel co., ltd.",CL12TKN77WAW76RRRX,CN,raw material,20/06/2025,
694,portal_v2,Redstone Chemicals Lda,PT253396557,Portugal,Highland  Components  SAS ,FR34285656538,FR,subcontracted_labor,08/07/2024,
695,legacy_manual_import,Nordic  Fibers  SAS ,FR32114540305,France,vantage tooling lda.,,PT,RAW_MATERIAL,11-23-2024,Fournisseur validé lors de l'audit 2022
696,portal_v1,Global  Ceramics  Sp.  z  o.o. ,PL5131340444,Polska,NORDIC CERAMICS S.L.,ES28842673D,Espagne,logistics,2023-05-13,Société certifiée ISO 9001
697,portal_v1,MERIDIAN FASTENERS LTD.,GB212776106,UK,Nordic  Fibers  SAS ,FR32114540305,France,dyeing,2025-07-10,
698,portal_v1,"Meridian  Foundry  Co.,  Ltd. ",6936664761,Vietnam,Oakridge Platsics Pvt. Ltd.,94HXCVS3375A1Z5,IN,Raw Material,2022-11-26,
699,portal_v2,Global Alloys ASRL,FR02653954607,FR,Contienntal Textiles Pvt. Ltd.,29YKHST4465A1Z5,India,components,13/05/2022,
700,legacy_manual_import,GLOBAL CERAMICS SP. Z O.O.,,Polska,Horizon  Components  Lda. ,PT115345152,PT,logistics,08-11-2025,
701,portal_v2,Summit Tooilng S.L.,ES 17820269F,ES,Irongate  Circuits  B.V. ,NL410656411B65,Netherlands,dyeing,01/09/2024,Fornecedor homologado em 2023
702,portal_v1,southbay leather b.v.,NL638797541B81,Netherlands,"Irongate Ceramics Co, Ltd",2309407591,Vietnam,materia prima,2024-03-11,Contact information outdated
703,portal_v2,Global Alloys ASRL,FR02653954607,FR,Continental Textiles Pvt Ltd,29YKHST4465A1Z5,IN,finishing,12/02/2022,"Data provided via phone, not verified"
704,legacy_manual_import,Meridian Yarns Sp z oo,PL8435722373,Poland,Millbrook  Alloys  AG ,DE251791722,Germany,packaging,09-17-2025,
705,portal_v1,meridian fasteners ltd.,,UK,Meridian Assemblies Sp z oo,,Polska,Raw Material,2025-09-30,Confirmación pendiente por parte del proveedor
706,portal_v1,"Andean Leather C.o, Ltd.",DNCWF820JL0Q221BH9,China,Rhine  Packaging  Lda. ,PT928840726,Portugal,dyeing,2023-04-12,Confirmación pendiente por parte del proveedor
707,legacy_manual_import,CONTINENTAL FASTENERS SARL,524296237088409,Morocco,"HIGHLAND TOOLING CO., LTD.",G9GDNTQUXZJWLN2EV6,China,Raw Material,03-21-2023,
708,portal_v2,Premier Coatings .AŞ.,47528-92539,Turkey,Southbay Cicruits Ltd.,GB188850611,United Kingdom,raw material,02/04/2022,
709,portal_v1,GlobalE lectronics S.A.,ES50165258A,España,Anatolian  Metals  SARL ,FR62182564559,France,component,2024-08-31,Fournisseur validé lors de l'audit 2022
710,portal_v2,andean leather pvt. ltd.,,India,andean assemblies s.p.a.,IT38826320735,Italia,components,30/04/2025,
711,portal_v2,Global Electronics SA,50165258A,España,"REDSTONE PLASTICS CO., LTD.",2955705581,VN,components,29/08/2022,
712,portal_v1,Summit Trading SARL,FR44034462491,FR,Sunrise Circuits SAS,FR9091-6808819,FR,RAW_MATERIAL,2022-05-18,Confirmación pendiente por parte del proveedor
713,portal_v2,Alpine  Coatings  SARL ,102439281045618,Maroc,anatolian polymers inc.,30-6364630,USA,materia prima,04/05/2023,Duplicate of prior quarter submission
714,portal_v2,silverline leather s.l.,ES95639376A,ES,Northgate Polymers Srl,IT79593991237,Italia,component,19/03/2024,
715,portal_v1,Crestwood Caotings Lda.,PT869464903,Portugal,southbay leather b.v.,NL638797541B81,Netherlands,Raw Material,2025-06-02,Duplicate of prior quarter submission
716,portal_v2,Highland  Steel  Sp.  z  o.o. ,PL7859126165,Polska,Iberian Leather Pvt. Ltd.,35HRPHY3801A1Z5,IN,dyeing,29/04/2025,
717,portal_v2,Global  Alloys  SARL ,FR02653954607,FR,Baltic Tarding Ltd.,,UK,dyeing,04/10/2023,
718,portal_v1,EASTFIELD COMPONENTS SARL,,FR,"LAKESIDE ELECTRONICS CO., LTD.",YC17FKMGNQ3R7BUY9H,CN,packaging,2023-08-23,"Data provided via phone, not verified"
719,portal_v2,Atlantic Logistics Srl,,Italia,Southbay Yarns AŞ,0992964398,TR,materia prima,25/06/2025,
720,legacy_manual_import,horizon manufacturing ag,DE431839337,DE,Royal  Dyeworks  Inc. ,,United States,RAW_MATERIAL,07-09-2024,
721,legacy_manual_import,Royal Macihnery Inc.,22-7342425,United States,APEX CERAMICS SP. Z O.O.,,Polska,components,08-02-2024,Pending re-confirmation
722,portal_v2,highland weaving a.ş.,8152837670,Türkiye,Horizon  Packaging  S.A. ,ES71747066G,España,components,26/04/2024,
723,portal_v2,Eastifeld Components SARL,FR58653776073,France,crestwood dyeworks sas,FR04397040587,FR,packaging,18/08/2022,Contrato renovado según acuerdo marco
724,portal_v2,Anatolian  Metals  SARL ,FR62182564559,France,Global Metals Inc,,US,raw material,20/08/2023,
725,portal_v2,Alpine  Coatings  SARL ,102439281045618,Maroc,VANTAGE PACKAGING PVT. LTD.,06JURYD6700A1Z5,India,logistics,13/02/2024,
726,portal_v2,NorthGate Textiles SA,ES60227680G,Spain,Atlantic  Logistics  S.r.l. ,IT04077145284,Italy,materia prima,20/02/2023,
727,portal_v1,Silverline Leather SL,ES95639376A,Espagne,baltic leather pvt. ltd.,95OEZWM3402A1Z5,IN,raw material,,
728,portal_v2,,GB485329247,UK,HORIZON SOLUTIONS INC.,94-3330230,US,packaging,23/10/2023,
729,portal_v2,"Andean Leather Co, Ltd",DNCWF820JL0Q221BH9,CN,"MERIDIAN FOUNDRY CO., LTD.",6936664761,Vietnam,raw material,22/04/2024,Pending re-confirmation
730,portal_v2,Atlantic Logistics S.r.l.,IT04077145284,Italy,Southbay  Logistics  S.r.l. ,,Italia,raw_material,30/07/2023,Contact information outdated
731,portal_v2,Silverline  Materials  SAS ,,FR,Copperfield Fibers Lda.,PT151483512,Portugal,components,07/04/2024,
732,portal_v1,Northgate Machinery Ldt.,GB144982519,United Kingdom,Northgate Circuist Ltd.,,United Kingdom,finishing,2023-06-19,
733,portal_v2,Horizon Dyeworks AŞ,5797626609,TR,�,1043205340,Vietnam,components,25/05/2023,
734,portal_v2,Summit  Materials  Inc. ,91-9170792,US,Rhine  Machinery  SARL ,,France,RAW_MATERIAL,27/04/2025,
735,portal_v2,Nordic  Fibers  SAS ,,France,Southbay Electronics SRAL,,Maroc,subcontracted_labor,14/04/2023,Fournisseur validé lors de l'audit 2022
736,portal_v2,Rhine  Packaging  Lda. ,PT928840726,Portugal,eastfield alloys gmbh,DE413376973,DE,RAW_MATERIAL,,
737,portal_v2,"Andean  Leather  Co.,  Ltd. ",,CN,Horizon Steel Lda,PT702711595,Portugal,Raw Material,05/03/2024,Société certifiée ISO 9001
738,portal_v2,###,,GB,eastfield components sarl,FR58653776073,France,materia prima,28/02/2024,
739,portal_v2,Highland Machinery Ltd,GB485329247,GB,Horizon Solutions Inc.,94-3330230,USA,Raw Material,21/11/2022,
740,portal_v2,VANTAGE ALLOYS SARL,193008687593586,Maroc,"Iberian Assemblies Co., Ltd.",K54AWTVW783SWDM5XV,CN,raw material,12/06/2024,Confirmación pendiente por parte del proveedor
741,portal_v1,westport electronics sarl,394225258329500,Maroc,COPPERFIELD FASTENERS GMBH,DE713595939,DE,RAW_MATERIAL,2024-02-13,
742,portal_v2,Golden  Tooling  Sp.  z  o.o. ,PL2144229485,Polska,OAKRIDGE LOGISTICS A.Ş.,7963609841,Turkey,finishing,14/07/2024,Duplicate of prior quarter submission
743,portal_v2,Silverline  Leather  S.L. ,ES95639376A,Espagne,BALTIC LEATHER PVT. LTD.,95OEZWM3402A1Z5,IN,raw material,10/03/2024,Fournisseur validé lors de l'audit 2022
744,portal_v2,WESTPORT ELECTRONICS SARL,394225258329500,MA,Pacific  Dyeworks  B.V. ,NL382948470B92,Holland,subcontracted_labor,28/06/2024,
745,legacy_manual_import,Northgate Circuits Ltd.,GB715429489,UK,IBERIAN PLASTICS S.L.,,Espagne,dyeing,10-31-2024,Backup supplier - low volume
746,legacy_manual_import,Andean  Assemblies  S.p.A. ,IT38826320735,Italia,copperfield group s.l.,ES02793116B,Spain,logistics,,Fornecedor homologado em 2023
747,portal_v2,Prime Polymers SL,,ES,"Meridian Yarns Co., Ltd.",,VN,RAW_MATERIAL,03/01/2025,
748,portal_v2,Redstone Chemicals Lda,PT253396557,PT,Horizon Alloys SARL,,Maroc,materia prima,24/12/2022,
749,portal_v2,andean plastics s.r.l.,IT09674857331,IT,Copperfield Weaving Pvt Ltd,45UXLVQ3410A1Z5,India,raw_material,06/08/2022,
750,portal_v2,meridian fasteners ltd.,,UK,anatolian yarns sp. z o.o.,PL0677017673,Polska,components,07/11/2022,
751,legacy_manual_import,Westport  Trading  A.Ş. ,9238434939,Türkiye,HORIZON MACHINERY S.P.A.,,Italia,dyeing,11-15-2022,
752,portal_v2,irongate alloys a.ş.,6888337780,Türkiye,Silverline Polymers Sp z oo,PL7353254094,Polska,RAW_MATERIAL,23/07/2024,
753,portal_v2,RHINE PACKAGING LDA.,PT928840726,PT,Eastfield  Alloys  GmbH ,DE413376973,DE,component,03/10/2022,Contact information outdated
754,portal_v2,ANATOLIAN YARNS SP. Z O.O.,,Polska,Sunrise Weaving A.Ş.,9075459796,Turkey,raw material,18/09/2024,Confirmación pendiente por parte del proveedor
755,portal_v2,Anatolian Metals SARL,FR62182564559,FR,HORIZON SOLUTIONS SP. Z O.O.,PL4837332964,Poland,materia prima,24/09/2025,Contact information outdated
756,portal_v2,Iberian Materials AG,817466807,Germany,"Millbrook  Circuits  Co.,  Ltd. ",G2WQHWTPM4R5ZZT4EZ,CN,materia prima,08/09/2022,
757,portal_v2,CORNERSTONE ALLOYS B.V.,NL683629854B33,Holland,Eastfield Macihnery S.p.A.,IT76445972558,Italy,finishing,10/11/2023,Pending re-confirmation
758,portal_v2,Andean Leather Pvt Ltd,,IN,Baltic Chemicals BV,NL192147365B35,Netherlands,packaging,04/06/2025,"Data provided via phone, not verified"
759,portal_v2,Horizo nAlloys SARL,381866192115924,Maroc,Oakridge  Textiles  B.V. ,NL 886154196B97,Netherlands,materia prima,17/06/2024,
760,legacy_manual_import,alpine coatings sarl,102439281045618,MA,Vantage Packaging Pvt Ltd,06JURYD6700A1Z5,India,packaging,04-20-2024,Duplicate of prior quarter submission
761,portal_v2,Royal  Machinery  Inc. ,22-7342425,US,Rhine  Assemblies  Inc. ,24-7759986,USA,logistics,15/10/2022,"Data provided via phone, not verified"
762,portal_v2,"United Assemblies Co, Ltd",,VN,TBD,,Germany,logistics,28/11/2024,
763,portal_v2,Andean  Leather  Pvt.  Ltd. ,02HCGCH6332A1Z5,IN,Baltic Chmeicals B.V.,NL192147365B35,Holland,logistics,29/01/2023,Fornecedor homologado em 2023
764,portal_v2,GLOBAL METALS INC.,07-8555313,US,Northgate  Ceramics  SARL ,708207504345321,Maroc,materia prima,14/10/2022,
765,portal_v2,Baltic Foundry BV,,Netherlands,Atlantic  Trading  B.V. ,NL274449316B37,Netherlands,raw material,03/08/2022,Backup supplier - low volume
766,portal_v1,�,IT04077145284,IT,SOUTHBAY YARNS A.Ş.,0992964398,Turkey,raw material,2024-11-25,
767,legacy_manual_import,Oakridge Fasteners Lda,PT175750309,PT,premier coatings a.ş.,4752892539,Türkiye,dyeing,06-20-2024,Fournisseur validé lors de l'audit 2022
768,portal_v2,"Meridian Foundry Co., Ltd.",6936664761,Vietnam,"Summit Machinery Co., tLd.",9402555543,Vietnam,materia prima,08/07/2024,Contact information outdated
769,portal_v1,"ANDEAN LEATHER CO., LTD.",DNCWF820J-L0Q221BH9,CN,"Meridian Foundry Co., Ltd.",6936664761,Vietnam,materia prima,2025-03-10,Contact information outdated
770,portal_v2,Northgate Circuist Ltd.,GB715429489,GB,Bluewater Industries A.Ş.,,Turkey,raw material,16/02/2025,Contact information outdated
771,portal_v2,UNKNOWN,6888337780,Türkiye,crestwood group ltd.,,GB,finishing,23/11/2022,Confirmación pendiente por parte del proveedor
772,portal_v2,Pacific Metals Inc.,11-7347262,United States,Millbrook  Components  A.Ş. ,8678162734,Türkiye,component,12/10/2024,
773,legacy_manual_import,horizon solutions sp. z o.o.,,PL,Vantage  Chemicals  SAS ,,FR,Raw Material,09-30-2024,
774,portal_v2,Horizon Manufactuirng AG,DE431839337,Deutschland,UNITED FOUNDRY LDA.,PT323269615,PT,Raw Material,21/08/2023,
775,legacy_manual_import,NORTHGATE TEXTILES S.A.,ES60227680G,España,highland plastics s.p.a.,,IT,finishing,01-25-2024,
776,legacy_manual_import,Atlantic Logistics S.r.l.,IT04077145284,Italy,bluewater manufacturing s.r.l.,IT10862914220,Italy,logistics,02-08-2023,
777,legacy_manual_import,Oakridge Logistcis A.Ş.,7963609841,Turkey,APEX MACHINERY GMBH,DE660561327,Germany,RAW_MATERIAL,12-04-2022,Şirket 2021'de denetlendi
778,portal_v2,"Andean  Leather  Co.,  Ltd. ",DNCWF820J-L0Q221BH9,CN,MERIDIAN FASTENERS LTD.,,United Kingdom,packaging,24/01/2023,
779,legacy_manual_import,Copperfield Metals AŞ,9918536797,TR,Pacfiic Weaving SAS,FR78660368846,France,components,03-02-2023,Duplicate of prior quarter submission
780,portal_v2,BALTIC FOUNDRY B.V.,NL12738-7209B07,NL,Continental Weaving B.V.,NL346920737B67,Holland,component,21/03/2025,
781,portal_v1,Premier Coatings AŞ,4752892539,Türkiye,Southbay Circuits Ltd.,GB188850611,United Kingdom,finishing,2022-03-01,Contact information outdated
782,legacy_manual_import,IRONGATE LOGISTICS B.V.,NL511393683B38,Netherlands,"Continental Tooling oC., Ltd.",,China,dyeing,06-05-2024,Duplicate of prior quarter submission
783,portal_v1,Eastfield  Components  SARL ,FR58653776073,FR,"Lakeside  Electronics  Co.,  Ltd. ",YC17FKMGNQ3R7BUY9H,CN,raw_material,2025-04-20,Contact information outdated
784,legacy_manual_import,Iberian Materiasl AG,DE817466807,Germany,"Apex Components Co., Ltd.",WCF8F792RN2BJZLJUT,CN,logistics,02-12-2025,Fornecedor homologado em 2023
785,portal_v2,ANDEAN ASSEMBLIES S.P.A.,IT38826320735,IT,BALTIC METALS SARL,341339581700446,Maroc,RAW_MATERIAL,01/08/2023,"Data provided via phone, not verified"
786,legacy_manual_import,ROYAL MACHINERY INC.,22-7342425,US,Apex Ceramics Sp z oo,PL5983766493,Poland,packaging,10-18-2023,
787,portal_v2,Copperfield  Metals  A.Ş. ,,Turkey,Pacfiic Weaving SAS,,France,finishing,22/09/2024,
788,portal_v2,Vantage Circuits SpA,IT5333-3151593,Italia,Millbrook Polymers B.V.,NL353205082B84,Netherlands,raw material,24/03/2023,
789,portal_v2,iberian machinery ltd.,GB910116526,UK,Redstone  Electronics  B.V. ,NL912755756B86,NL,dyeing,30/12/2023,Contact information outdated
790,portal_v2,NotrhGate Textiles S.A.,ES60227680G,Espagne,Godlen Tooling Sp. z o.o.,,PL,Raw Material,29/07/2025,Société certifiée ISO 9001
791,legacy_manual_import,bluewater manufacturing s.r.l.,IT10862914220,Italy,Pacific Weaving SL,ES36664405A,Espagne,dyeing,09-23-2024,Fornecedor homologado em 2023
792,portal_v2,"United Assemblies Co., Ltd.",6926242393,VN,ANATOLIAN POLYMERS SARL,413403018954648,Maroc,components,31/05/2023,
793,portal_v2,"united assemblies co., ltd.",6926242393,Vietnam,Stonebridge  Plastics  GmbH ,DE885551925,DE,component,25/08/2025,
794,portal_v1,Nordic  Materials  GmbH ,DE502141043,DE,"Atlantic Steel Co., Ldt.",6809149499,VN,components,2024-10-01,
795,portal_v2,Redstone  Chemicals  Lda. ,PT253396557,PT,Highland  Components  SAS ,FR34285656538,FR,packaging,18/01/2024,
796,portal_v2,,ES88454746C,ES,Cornerstone Fasteners S.A.,ES20546820H,Spain,RAW_MATERIAL,27/03/2024,Duplicate of prior quarter submission
797,portal_v1,Global Alloys SARL,FR02653954607,France,Pacific  Metals  Inc. ,,United States,materia prima,2022-10-26,
798,portal_v1,ALPINE MATERIALS LTD.,gb409940422,UK,"Prime Electronics Co, Ltd",VE8QMU72MHTLP9NJ96,China,component,2023-10-25,"Data provided via phone, not verified"
799,legacy_manual_import,"Meridian Foundry Co, Ltd",6936664761,VN,"Redstone Plastics Co, Ltd",2677094459,Vietnam,Raw Material,11-01-2022,Contrato renovado según acuerdo marco
800,portal_v2,,FR58653776073,FR,Crestwood Dyeworks SAS,FR04397040587,France,RAW_MATERIAL,20/06/2024,
801,legacy_manual_import,GLOBAL ALLOYS SARL,FR02653954607,France,Contienntal Textiles Pvt. Ltd.,29YKHST4465A1Z5,IN,raw_material,04-14-2023,
802,portal_v2,NORDIC FIBERS SAS,FR3211-4540305,FR,southbay electronics sarl,346652635766034,Morocco,subcontracted_labor,02/07/2024,Contact information outdated
803,legacy_manual_import,Danube Plastics Ltd.,GB286174002,UK,Iberian Fibers SRAL,FR3901-3758056,France,RAW_MATERIAL,09-30-2025,Fournisseur validé lors de l'audit 2022
804,portal_v2,Permier Dyeworks A.Ş.,6954004320,Türkiye,Millbrook Fibers Pvt. Ltd.,84WSTJK5150A1Z5,India,raw_material,31/10/2023,
805,portal_v2,MERIDIAN ASSEMBLIES SP. Z O.O.,PL3793702943,Polska,Alpine  Assemblies  A.Ş. ,1619347714,Türkiye,components,01/12/2022,
806,portal_v2,Continental Fastenesr SARL,524296237088409,Maroc,"Highland oToling Co., Ltd.",G9GDNTQUXZJWLN2EV6,China,raw material,08/08/2022,
807,portal_v2,Atlantic Logistics S.r.l.,IT04077145284,Italy,Irongate Alloys A.Ş.,6888337780,TR,dyeing,08/03/2023,
808,portal_v2,WESTPORT ELECTRONICS SARL,394225258329500,Morocco,Copperfeild Fasteners GmbH,713595939,Deutschland,component,15/05/2022,
809,legacy_manual_import,Apex Circuits S..pA.,IT59296256706,Italy,SUMMIT INDUSTRIES SAS,FR50014475805,FR,dyeing,07-24-2022,
810,legacy_manual_import,nordic materials gmbh,DE502141043,Germany,northgate trading s.a.,ES71132831E,España,logistics,,
811,portal_v2,Nordci Materials GmbH,,Deutschland,"ROYAL TRADING CO., LTD.",7398432518,VN,Raw Material,07/09/2025,
812,legacy_manual_import,copperfield group s.l.,ES02793116B,España,"Nordic  Steel  Co.,  Ltd. ",8GD5XVJXREAEQ92CHW,CN,RAW_MATERIAL,07-31-2024,
813,portal_v2,Pacific  Dyeworks  B.V. ,NL382948470B92,Holland,Lakeside  Industries  Lda. ,PT868765643,Portugal,materia prima,10/03/2023,
814,legacy_manual_import,Andean Leather Pvt. Ltd.,02HCGCH6332A1Z5,India,Andean Assemblies S.p.A.,IT38826320735,Italia,logistics,05-10-2022,
815,portal_v1,prime packaging sarl,FR39133626704,FR,Sunrise Components Pvt Ltd,,India,raw_material,2024-07-17,
816,portal_v2,eastfield components sarl,FR58653776073,FR,TBD,FR0439-7040587,FR,RAW_MATERIAL,10/03/2025,"Data provided via phone, not verified"
817,portal_v1,Apex Industries A.Ş.,,TR,andean components b.v.,NL029205177B36,NL,packaging,2025-04-01,Fornecedor homologado em 2023
818,legacy_manual_import,Alpine  Plastics  A.Ş. ,0683495249,Türkiye,COPPERFIELD DYEWORKS PVT. LTD.,56IJOUL3230A1Z5,IN,components,06-19-2025,
819,portal_v2,southbay electronics sarl,,MA,westport electronics sarl,394225258329500,MA,finishing,22/07/2022,
820,portal_v2,Atlantic Logistics Srl,IT04077145284,Italia,APEX CIRCUITS S.P.A.,,Italia,Raw Material,22/04/2022,
821,legacy_manual_import,CONTINENTAL FASTENERS SARL,524296237088409,Morocco,United Machinery tLd.,,GB,logistics,04-09-2025,Şirket 2021'de denetlendi
822,portal_v2,Andean Leather Pvt Ltd,02HCGCH6332A1Z5,IN,Anatolian  Ceramics  S.L. ,ES74672173A,ES,materia prima,01/04/2025,
823,portal_v2,Danube  Tooling  S.r.l. ,IT40418653428,Italy,United Leather Sp z oo,PL0846433592,PL,raw material,31/07/2025,
824,portal_v2,Global  Alloys  SARL ,FR02653954607,France,Baltic Trading Ltd.,GB261367723,UK,components,21/05/2023,Société certifiée ISO 9001
825,portal_v2,Danub ePlastics Ltd.,286174002,GB,Iberian Fibers SARL,FR39013758056,FR,dyeing,,
826,portal_v2,United Chmeicals Ltd.,GB666750464,GB,anatolian machinery a.ş.,3715490387,Turkey,raw material,26/05/2023,Contrato renovado según acuerdo marco
827,legacy_manual_import,Cornerstone Alloys BV,NL683629854B33,Holland,eastfield machinery s.p.a.,IT76445972558,Italia,RAW_MATERIAL,11-07-2023,Pending re-confirmation
828,portal_v2,Northgate Circuist Ltd.,GB715429489,GB,Bluewater Industries A.Ş.,9455686824,TR,Raw Material,07/09/2025,
829,portal_v1,NorthGate  Textiles  S.A. ,ES60227680G,España,Global  Electronics  S.A. ,ES50165258A,Spain,raw_material,2023-03-04,
830,legacy_manual_import,NotrhGate Textiles S.A.,ES60227680G,Espagne,Vantage Allosy SARL,193008687593586,Morocco,RAW_MATERIAL,06-29-2023,Confirmación pendiente por parte del proveedor
831,portal_v2,Southbay Logistics Srl,IT40684690723,IT,"Golden Packaging Co.,L td.",YMG5T5QGXJM11UYNRE,China,logistics,18/06/2025,
832,portal_v2,SUMMIT TOOLING S.L.,ES17820269F,Spain,danube plastics s.a.,ES39891810F,Spain,logistics,12/01/2022,Fournisseur validé lors de l'audit 2022
833,portal_v2,Irognate Alloys A.Ş.,6888337780,TR,Cretswood Group Ltd.,GB595122698,UK,subcontracted_labor,29/06/2024,Contrato renovado según acuerdo marco
834,portal_v2,Global Ceramics Sp. z o.o.,PL5131340444,Poland,Danube  Steel  A.Ş. ,,TR,components,09/10/2022,
835,portal_v2,Alpine Coatings SARL,102439281045618,MA,bluewater industries a.ş.,2249294184,TR,Raw Material,11/01/2023,
836,portal_v2,Sunrise Leather SARL,FR7861973435,FR,millbrook solutions lda.,,PT,subcontracted_labor,02/12/2024,Contrato renovado según acuerdo marco
837,legacy_manual_import,Eastifeld Components SARL,FR58653776073,FR,"lakeside electronics co., ltd.",YC17FKMGNQ3R7BUY9H,China,logistics,02-18-2024,
838,portal_v2,VANTAGE CIRCUITS S.P.A.,IT53333151593,IT,Summit Foundry Sp. z o.o.,PL3439241666,PL,raw_material,23/02/2022,
839,portal_v2,southbay electronics s.a.,,Espagne,Copperfield  Packaging  AG ,DE990333248,Deutschland,logistics,13/03/2024,
840,portal_v2,Horizon Solutions Sp z oo,PL4837332964,Poland,OakridgeG roup SARL,FR91357663492,France,Raw Material,12/09/2022,Pending re-confirmation
841,portal_v2,Permier Dyeworks A.Ş.,6954004320,TR,Millbrook  Fibers  Pvt.  Ltd. ,84WSTJK5150A1Z5,India,raw_material,15/06/2023,
842,portal_v1,"Highland oToling Co., Ltd.",G9GDNTQUXZJWLN2EV6,China,Silverline  Leather  S.L. ,ES95639376A,ES,dyeing,2023-12-24,
843,legacy_manual_import,cornerstone alloys b.v.,NL683629854B33,Netherlands,Eastfield Machinery S.p.A.,IT76445972558,Italy,dyeing,05-05-2022,
844,portal_v2,Premier Coatings .AŞ.,4752892539,Turkey,Southbay Circuits Ltd,GB188850611,GB,raw_material,06/10/2023,Pending re-confirmation
845,portal_v2,NORTHGATE TEXTILES S.A.,ES60227680G,Spain,Westport Electronics SARL,394225258329500,Morocco,RAW_MATERIAL,30/10/2022,segÃºn acuerdo
846,portal_v2,NorthGate Textiles SA,,Espagne,RHINE TOOLING AG,DE535425961,Deutschland,materia prima,23/07/2022,Fournisseur validé lors de l'audit 2022
847,portal_v2,GlobalE lectronics S.A.,ES50165258A,Spain,anatolian metals sarl,FR62182564559,France,RAW_MATERIAL,05/05/2025,Pending re-confirmation
848,portal_v2,LAKESIDE INDUSTRIES LDA.,PT868765643,PT,Bluewater Trading Inc.,,US,logistics,24/03/2023,
849,portal_v2,HIGHLAND COMPONENTS SAS,FR34285656538,France,CONTINENTAL PACKAGING S.P.A.,IT26573980619,Italia,materia prima,01/06/2022,
850,portal_v2,irongate logistics b.v.,NL511393683B38,NL,asdkjqwe123,,China,materia prima,04/07/2022,
851,portal_v2,Eastfield Components SARL,FR58653776073,FR,Atlantic Textiles Pvt. Ltd.,54METII2553A1Z5,IN,component,01/11/2022,
852,portal_v2,NorthGate  Textiles  S.A. ,es60227680g,Espagne,GlobalE lectronics S.A.,ES50165258A,Espagne,Raw Material,12/11/2022,
853,portal_v2,Silverline Materials SAS,FR18769608269,FR,Copperfield  Fibers  Lda. ,,Portugal,components,27/11/2022,
854,legacy_manual_import,apex industries a.ş.,6656315572,TR,Andean Components B.V.,NL029205177B36,NL,RAW_MATERIAL,08-27-2022,Contrato renovado según acuerdo marco
855,portal_v2,CONTINENTAL GROUP SARL,575538294401555,Maroc,Oakridge Packaging SAS,FR69577944501,France,raw_material,,
856,portal_v1,Vantage Circuits S.p.A.,IT53333151593,IT,MILLBROOK POLYMERS B.V.,,Holland,dyeing,2025-03-30,
857,portal_v2,Copperfield  Metals  A.Ş. ,,Turkey,Pacific Weaving SAS,FR78660368846,France,raw_material,15/11/2024,Backup supplier - low volume
