row_id,source_system,customer_entity_id,customer_canonical_name,customer_core_name,customer_suffix,customer_tax_id,customer_country,supplier_entity_id,supplier_canonical_name,supplier_core_name,supplier_suffix,supplier_tax_id,supplier_country,relationship_type_norm,last_updated_iso,notes
686,portal_v2,E350,Oakridge Logistics A.Ş.,oakridge logistics,a s,7963609841,TR,E063,Apex MachineryG mbH,apex machineryg mbh,,DE660561327,,dyeing,2025-08-16,Société certifiée ISO 9001
687,portal_v2,E174,Eastfield Components SARL,eastfield components,sarl,FR58653776073,FR,E280,"Lakeside Electronics Co., Ltd.",lakeside electronics,co ltd,,CN,packaging,2024-09-25,Contact information outdated
688,portal_v2,E164,Danub ePlastics Ltd.,danube plastics,ltd,GB286174002,GB,E089,Batlic Manufacturing SARL,batlic manufacturing,sarl,,MA,subcontracted_labor,2022-04-07,
689,legacy_manual_import,E254,Iberian Machinery Ltd.,iberian machinery,ltd,GB910116526,,E393,Redstone Electronics B.V.,redstone electronics b v,,NL912755756B86,NL,subcontracted_labor,2024-08-01,
690,portal_v2,E517,Westport Electronics SARL,westoprt electronics,sarl,394225258329500,MA,E254,Iberian Machinery Ltd.,iberian machinery,ltd,GB910116526,,component,2025-03-11,Duplicate of prior quarter submission
691,portal_v2,E473,Summit Trading SARL,summit trading,sarl,,FR,E237,Horizon Polymers Sp. z o.o.,horizon polymers,sp z o o,PL0171072146,,raw_material,,
692,portal_v2,E196,GLOBAL YARNS A.Ş.,global yarns,a s,9960677129,TR,E417,"royal tooling co., ltd.",royal tooling co tld,,7037207554,VN,raw_material,2025-06-13,Backup supplier - low volume
693,portal_v2,E267,Irongate Alloys A.Ş.,irongate alloys,a s,6888337780,TR,E051,"ANDEAN STEEL CO., LTD.",andean steel,co ltd,CL12TKN77WAW76RRRX,CN,raw_material,2025-06-20,
694,portal_v2,E390,Redstone Chemicals Lda.,redstone chemicals lda,,PT253396557,PT,E207,Highland Components SAS,highland components sas,,FR34285656538,FR,subcontracted_labor,2024-07-08,
695,legacy_manual_import,E318,Nordic Fibers SAS,nordic fibers sas,,FR32114540305,FR,E516,VANTAGE TOOLING LDA.,vantage tooling lda,,,PT,raw_material,2024-11-23,Fournisseur validé lors de l'audit 2022
696,portal_v1,E181,Gloabl Ceramics Sp. z o.o.,global ceramics,sp z o o,PL5131340444,,E317,NORDIC CERAMICS S.L.,nordic ceramics,s l,ES28842673D,,logistics,2023-05-13,Société certifiée ISO 9001
697,portal_v1,E293,MERIDIAN FASTENERS LTD.,meridian fasteners,ltd,GB212776106,,E318,Nordic Fibers SAS,nordic fibers sas,,FR32114540305,FR,dyeing,2025-07-10,
698,portal_v1,E295,"Meridian Foundry Co., Ltd.",meridian foundry,co ltd,6936664761,VN,E353,OAKRIDGE PLASTICS PVT. LTD.,oakridge platsics,pvt ltd,94HXCVS3375A1Z5,IN,raw_material,2022-11-26,
699,portal_v2,E183,Global Alloys SARL,global alloys asrl,,FR02653954607,FR,E109,Contienntal Textiles Pvt. Ltd.,contienntal textiles,pvt ltd,29YKHST4465A1Z5,IN,components,2022-05-13,
700,legacy_manual_import,E185,Global Ceramics Sp z oo,global ceramics,sp z o o,,,E226,horizon components lda.,horizon components lda,,PT115345152,PT,logistics,2025-11-08,
701,portal_v2,E470,Summit Tooling S.L.,summit tooilng,s l,ES17820269F,ES,E270,irongate circuits b.v.,irongate circuits b v,,NL410656411B65,NL,dyeing,2024-09-01,Fornecedor homologado em 2023
702,portal_v1,E445,SOUTHBAY LEATHER B.V.,southbay leather b v,,NL638797541B81,NL,E268,"irongate ceramics co., ltd.",irongate ceramics,co ltd,2309407591,VN,materia_prima,2024-03-11,Contact information outdated
703,portal_v2,E183,Global Alloys SARL,global alloys asrl,,FR02653954607,FR,E109,Contienntal Textiles Pvt. Ltd.,continental textiles,pvt ltd,29YKHST4465A1Z5,IN,finishing,2022-02-12,"Data provided via phone, not verified"
704,legacy_manual_import,E301,Meridian Yarns Sp z oo,meridian yarns,sp z oo,PL8435722373,PL,E304,Millbrook Alloys AG,millbrook alloys,ag,DE251791722,DE,packaging,2025-09-17,
705,portal_v1,E294,meridian fasteners ltd.,meridian fasteners,ltd,,,E291,Meridian Assemblies Sp z oo,meridian assemblies,sp z oo,,,raw_material,2025-09-30,Confirmación pendiente por parte del proveedor
706,portal_v1,E046,"Andean Leather Co., Ltd.",andean leather c o,ltd,DNCWF820JL0Q221BH9,CN,E403,Rhine Packaging Lda.,rhine packaging lda,,PT928840726,PT,dyeing,2023-04-12,Confirmación pendiente por parte del proveedor
707,legacy_manual_import,E104,Continental Fasteners SARL,continental fasteners,sarl,524296237088409,MA,E220,"Highland oToling Co., Ltd.",highland tooling,co ltd,G9GDNTQUXZJWLN2EV6,CN,raw_material,2023-03-21,
708,portal_v2,E374,PREMIER COATINGS A.Ş.,premier coatings,as,4752892539,TR,E436,SOUTHBAY CIRCUITS LTD.,southbay cicruits,ltd,GB188850611,GB,raw_material,2022-04-02,
709,portal_v1,E198,GlobalE lectronics S.A.,globale lectronics,s a,ES50165258A,ES,E032,Anatolian Metals SARL,anatolian metals,sarl,FR62182564559,FR,component,2024-08-31,Fournisseur validé lors de l'audit 2022
710,portal_v2,E045,andean leather pvt. ltd.,andean leather,pvt ltd,,IN,E038,Andean Assemblies S.p.A.,andean assemblies s p a,,IT38826320735,,components,2025-04-30,
711,portal_v2,E189,Global Electronics S.A.,global electronics,sa,50165258A,ES,E397,"REDSTONE PLASTICS CO., LTD.",redstone plastics,co ltd,2955705581,VN,components,2022-08-29,
712,portal_v1,E473,Summit Trading SARL,summit trading,sarl,FR44034462491,FR,E474,Sunrise Circuits SAS,sunrise circuits sas,,FR90916808819,FR,raw_material,2022-05-18,Confirmación pendiente por parte del proveedor
713,portal_v2,E016,Alpine Coatings SARL,alpine coatings,sarl,102439281045618,MA,E033,Anatolian Polymers Inc.,anatolian polymers,inc,306364630,US,materia_prima,2023-05-04,Duplicate of prior quarter submission
714,portal_v2,E424,SILVERLINE LEATHER S.L.,silverline leather,s l,ES95639376A,ES,E332,Northgate Polymers Srl,northgate polymers srl,,IT79593991237,,component,2024-03-19,
715,portal_v1,E150,Crestwood Caotings Lda.,crestwood caotings lda,,PT869464903,PT,E445,SOUTHBAY LEATHER B.V.,southbay leather b v,,NL638797541B81,NL,raw_material,2025-06-02,Duplicate of prior quarter submission
716,portal_v2,E219,Highland Steel Sp. z o.o.,highland steel,sp z o o,PL7859126165,,E250,Iberian Leather Pvt. Ltd.,iberian leather,pvt ltd,35HRPHY3801A1Z5,IN,dyeing,2025-04-29,
717,portal_v2,E183,Global Alloys SARL,global alloys,sarl,FR02653954607,FR,E085,Baltic Tarding Ltd.,baltic tarding,ltd,,,dyeing,2023-10-04,
718,portal_v1,E174,Eastfield Components SARL,eastfield components,sarl,,FR,E280,"Lakeside Electronics Co., Ltd.",lakeside electronics,co ltd,YC17FKMGNQ3R7BUY9H,CN,packaging,2023-08-23,"Data provided via phone, not verified"
719,portal_v2,E071,Atlantic Logistics Srl,atlantic logistics srl,,,,E449,Southbay Yarns A.Ş.,southbay yarns,as,0992964398,TR,materia_prima,2025-06-25,
720,legacy_manual_import,E232,Horizon Manufacturing AG,horizon manufacturing,ag,DE431839337,DE,E413,Royal Dyeworks Inc.,royal dyeworks,inc,,US,raw_material,2024-09-07,
721,legacy_manual_import,E416,Royal Machinery Inc.,royal macihnery,inc,227342425,US,E053,APEX CERAMICS SP. Z O.O.,apex ceramics,sp z o o,,,components,2024-02-08,Pending re-confirmation
722,portal_v2,E221,highland weaving a.ş.,highland weaving,a s,8152837670,TR,E235,Horizon Packaging SA,horizon packaging,s a,ES71747066G,ES,components,2024-04-26,
723,portal_v2,E174,Eastfield Components SARL,eastifeld components,sarl,FR58653776073,FR,E151,Crestwood Dyeworks SAS,crestwood dyeworks sas,,FR04397040587,FR,packaging,2022-08-18,Contrato renovado según acuerdo marco
724,portal_v2,E032,Anatolian Metals SARL,anatolian metals,sarl,FR62182564559,FR,E194,Global Metals Inc.,global metals,inc,,US,raw_material,2023-08-20,
725,portal_v2,E016,Alpine Coatings SARL,alpine coatings,sarl,102439281045618,MA,E512,VANTAGE PACKAGING PVT. LTD.,vantage packaging,pvt ltd,06JURYD6700A1Z5,IN,logistics,2024-02-13,
726,portal_v2,E337,NorthGate Textiles S.A.,northgate textiles,sa,ES60227680G,ES,E069,Atlantic Logistics S.r.l.,atlantic logistics s r l,,IT04077145284,IT,materia_prima,2023-02-20,
727,portal_v1,E427,SILVERLINE LEATHER S.L.,silverline leather,sl,ES95639376A,,E081,BALTIC LEATHER PVT. LTD.,baltic leather,pvt ltd,95OEZWM3402A1Z5,IN,raw_material,,
728,portal_v2,,,,,GB485329247,,E240,Horizon Solutions Inc.,horizon solutions,inc,943330230,US,packaging,2023-10-23,
729,portal_v2,E046,"Andean Leather Co., Ltd.",andean leather,co ltd,DNCWF820JL0Q221BH9,CN,E295,"Meridian Foundry Co., Ltd.",meridian foundry,co ltd,6936664761,VN,raw_material,2024-04-22,Pending re-confirmation
730,portal_v2,E069,Atlantic Logistics S.r.l.,atlantic logistics s r l,,IT04077145284,IT,E447,Southbay Logistics S.r.l.,southbay logistics s r l,,,,raw_material,2023-07-30,Contact information outdated
731,portal_v2,E430,Silverline Materials SAS,silverline materials sas,,,FR,E122,Copperfield Fibers Lda.,copperfield fibers lda,,PT151483512,PT,components,2024-04-07,
732,portal_v1,E328,Northgate Machinery Ldt.,northgate machinery ldt,,GB144982519,GB,E324,Northgate Circuits Ltd.,northgate circuist,ltd,,GB,finishing,2023-06-19,
733,portal_v2,E227,Horizon Dyeworks AŞ,horizon dyeworks,as,5797626609,TR,E001,###,,,1043205340,VN,components,2023-05-25,
734,portal_v2,E464,Summit Materials Inc.,summit materials,inc,919170792,US,E402,Rhine Machinery SARL,rhine machinery,sarl,,FR,raw_material,2025-04-27,
735,portal_v2,E318,Nordic Fibers SAS,nordic fibers sas,,,FR,E442,Southbay Electronics SRAL,southbay electronics sral,,,MA,subcontracted_labor,2023-04-14,Fournisseur validé lors de l'audit 2022
736,portal_v2,E403,Rhine Packaging Lda.,rhine packaging lda,,PT928840726,PT,E172,Eastfield Alloys GmbH,eastfield alloys,gmbh,DE413376973,DE,raw_material,,
737,portal_v2,E046,"Andean Leather Co., Ltd.",andean leather,co ltd,,CN,E243,Horizon Steel Lda.,horizon steel lda,,PT702711595,PT,raw_material,2024-03-05,Société certifiée ISO 9001
738,portal_v2,E005,###,,,,GB,E174,Eastfield Components SARL,eastfield components,sarl,FR58653776073,FR,materia_prima,2024-02-28,
739,portal_v2,E210,Highland Machinery tLd.,highland machinery,ltd,GB485329247,GB,E240,Horizon Solutions Inc.,horizon solutions,inc,943330230,US,raw_material,2022-11-21,
740,portal_v2,E501,VANTAGE ALLOYS SARL,vantage alloys,sarl,193008687593586,MA,E245,"Iberian Assemblies Co., Ltd.",iberian assemblies,co ltd,K54AWTVW783SWDM5XV,CN,raw_material,2024-06-12,Confirmación pendiente por parte del proveedor
741,portal_v1,E517,Westport Electronics SARL,westport electronics,sarl,394225258329500,MA,E119,Copperfield Fasteners GmbH,copperfield fasteners,gmbh,DE713595939,DE,raw_material,2024-02-13,
742,portal_v2,E206,Golden Tooling Sp. z o.o.,golden tooling,sp z o o,PL2144229485,,E350,Oakridge Logistics A.Ş.,oakridge logistics,a s,7963609841,TR,finishing,2024-07-14,Duplicate of prior quarter submission
743,portal_v2,E427,SILVERLINE LEATHER S.L.,silverline leather,s l,ES95639376A,,E081,BALTIC LEATHER PVT. LTD.,baltic leather,pvt ltd,95OEZWM3402A1Z5,IN,raw_material,2024-03-10,Fournisseur validé lors de l'audit 2022
744,portal_v2,E517,Westport Electronics SARL,westport electronics,sarl,394225258329500,MA,E365,Pacific Dyeworks B.V.,pacific dyeworks b v,,NL382948470B92,,subcontracted_labor,2024-06-28,
745,legacy_manual_import,E325,Northgate Circuits Ltd.,northgate circuits,ltd,GB715429489,,E262,IBERIAN PLASTICS S.L.,iberian plastics,s l,,,dyeing,2024-10-31,Backup supplier - low volume
746,legacy_manual_import,E038,Andean Assemblies S.p.A.,andean assemblies s p a,,IT38826320735,,E124,Copperfield Group S.L.,copperfield group,s l,ES02793116B,ES,logistics,,Fornecedor homologado em 2023
747,portal_v2,E385,Prime Polymers S.L.,prime polymers,sl,,ES,E302,"Meridian Yarns Co., Ltd.",meridian yarns,co ltd,,VN,raw_material,2025-01-03,
748,portal_v2,E390,Redstone Chemicals Lda.,redstone chemicals lda,,PT253396557,PT,E224,Horizon Alloys SARL,horizon alloys,sarl,,MA,materia_prima,2022-12-24,
749,portal_v2,E048,andean plastics s.r.l.,andean plastics s r l,,IT09674857331,IT,E131,copperfield weaving pvt. ltd.,copperfield weaving,pvt ltd,45UXLVQ3410A1Z5,IN,raw_material,2022-08-06,
750,portal_v2,E294,meridian fasteners ltd.,meridian fasteners,ltd,,,E035,Anatolian Yarns Sp. z o.o.,anatolian yarns,sp z o o,PL0677017673,,components,2022-11-07,
751,legacy_manual_import,E527,Westport Trading A.Ş.,westport trading,a s,9238434939,TR,E228,HORIZON MACHINERY S.P.A.,horizon machinery s p a,,,,dyeing,2022-11-15,
752,portal_v2,E267,Irongate Alloys A.Ş.,irongate alloys,a s,6888337780,TR,E433,Silverline Polymers Sp z oo,silverline polymers,sp z oo,PL7353254094,,raw_material,2024-07-23,
753,portal_v2,E403,Rhine Packaging Lda.,rhine packaging lda,,PT928840726,PT,E172,Eastfield Alloys GmbH,eastfield alloys,gmbh,DE413376973,DE,component,2022-10-03,Contact information outdated
754,portal_v2,E037,ANATOLIAN YARNS SP. Z O.O.,anatolian yarns,sp z o o,,,E480,Sunrise Weaving A.Ş.,sunrise weaving,a s,9075459796,TR,raw_material,2024-09-18,Confirmación pendiente por parte del proveedor
755,portal_v2,E032,Anatolian Metals SARL,anatolian metals,sarl,FR62182564559,FR,E239,HORIZON SOLUTIONS SP. Z O.O.,horizon solutions,sp z o o,PL4837332964,PL,materia_prima,2025-09-24,Contact information outdated
756,portal_v2,E258,Iberian Materials AG,iberian materials,ag,817466807,DE,E305,"Millbrook Circuits Co., Ltd.",millbrook circuits,co ltd,G2WQHWTPM4R5ZZT4EZ,CN,materia_prima,2022-09-08,
757,portal_v2,E134,Cornerstone Alloys BV,cornerstone alloys b v,,NL683629854B33,,E178,Eastfield Macihnery S.p.A.,eastfield macihnery s p a,,IT76445972558,IT,finishing,2023-11-10,Pending re-confirmation
758,portal_v2,E045,andean leather pvt. ltd.,andean leather,pvt ltd,,IN,E076,Baltic Chemicals BV,baltic chemicals,bv,NL192147365B35,NL,packaging,2025-06-04,"Data provided via phone, not verified"
759,portal_v2,E223,Horizo nAlloys SARL,horizo nalloys,sarl,381866192115924,MA,E357,Oakridge Textiles B.V.,oakridge textiles b v,,NL886154196B97,NL,materia_prima,2024-06-17,
760,legacy_manual_import,E016,Alpine Coatings SARL,alpine coatings,sarl,102439281045618,MA,E512,VANTAGE PACKAGING PVT. LTD.,vantage packaging,pvt ltd,06JURYD6700A1Z5,IN,packaging,2024-04-20,Duplicate of prior quarter submission
761,portal_v2,E416,Royal Machinery Inc.,royal machinery,inc,227342425,US,E399,RHINE ASSEMBLIES INC.,rhine assemblies,inc,247759986,US,logistics,2022-10-15,"Data provided via phone, not verified"
762,portal_v2,E486,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,,VN,E482,TBD,tbd,,,DE,logistics,2024-11-28,
763,portal_v2,E045,andean leather pvt. ltd.,andean leather,pvt ltd,02HCGCH6332A1Z5,IN,E077,baltic chemicals b.v.,baltic chmeicals b v,,NL192147365B35,,logistics,2023-01-29,Fornecedor homologado em 2023
764,portal_v2,E194,Global Metals Inc.,global metals,inc,078555313,US,E323,Northgate Ceramics SARL,northgate ceramics,sarl,708207504345321,MA,materia_prima,2022-10-14,
765,portal_v2,E080,Baltic Foundry B.V.,baltic foundry,bv,,NL,E075,Atlantic Trading B.V.,atlantic trading b v,,NL274449316B37,NL,raw_material,2022-08-03,Backup supplier - low volume
766,portal_v1,E006,�,,,IT04077145284,IT,E449,Southbay Yarns A.Ş.,southbay yarns,a s,0992964398,TR,raw_material,2024-11-25,
767,legacy_manual_import,E344,Oakridge Fasteners Lda.,oakridge fasteners lda,,PT175750309,PT,E374,PREMIER COATINGS A.Ş.,premier coatings,a s,4752892539,TR,dyeing,2024-06-20,Fournisseur validé lors de l'audit 2022
768,portal_v2,E295,"Meridian Foundry Co., Ltd.",meridian foundry,co ltd,6936664761,VN,E463,"Summit Machinery Co., Ltd.",summit machinery co tld,,9402555543,VN,materia_prima,2024-07-08,Contact information outdated
769,portal_v1,E046,"Andean Leather Co., Ltd.",andean leather,co ltd,DNCWF820JL0Q221BH9,CN,E295,"Meridian Foundry Co., Ltd.",meridian foundry,co ltd,6936664761,VN,materia_prima,2025-03-10,Contact information outdated
770,portal_v2,E324,Northgate Circuits Ltd.,northgate circuist,ltd,GB715429489,GB,E092,Bluewater Industries A.Ş.,bluewater industries,a s,,TR,raw_material,2025-02-16,Contact information outdated
771,portal_v2,E499,UNKNOWN,unknown,,6888337780,TR,E155,Crestwood Group Ltd.,crestwood group,ltd,,GB,finishing,2022-11-23,Confirmación pendiente por parte del proveedor
772,portal_v2,E369,Pacific Metals Inc.,pacific metals,inc,117347262,US,E306,Millbrook Components A.Ş.,millbrook components,a s,8678162734,TR,component,2024-10-12,
773,legacy_manual_import,E239,HORIZON SOLUTIONS SP. Z O.O.,horizon solutions,sp z o o,,PL,E506,Vantage Chemicals SAS,vantage chemicals sas,,,FR,raw_material,2024-09-30,
774,portal_v2,E231,Horizon Manufactuirng AG,horizon manufactuirng,ag,DE431839337,,E492,UNITED FOUNDRY LDA.,united foundry lda,,PT323269615,PT,raw_material,2023-08-21,
775,legacy_manual_import,E337,NorthGate Textiles S.A.,northgate textiles,s a,ES60227680G,ES,E213,Highland Plastics S.p.A.,highland plastics s p a,,,IT,finishing,2024-01-25,
776,legacy_manual_import,E069,Atlantic Logistics S.r.l.,atlantic logistics s r l,,IT04077145284,IT,E093,Bluewater Manufacturing S.r.l.,bluewater manufacturing s r l,,IT10862914220,IT,logistics,2023-08-02,
777,legacy_manual_import,E350,Oakridge Logistics A.Ş.,oakridge logistcis,a s,7963609841,TR,E062,apex machinery gmbh,apex machinery,gmbh,DE660561327,DE,raw_material,2022-04-12,Şirket 2021'de denetlendi
778,portal_v2,E046,"Andean Leather Co., Ltd.",andean leather,co ltd,DNCWF820JL0Q221BH9,CN,E292,Meridian Fasteners Ltd.,meridian fasteners,ltd,,GB,packaging,2023-01-24,
779,legacy_manual_import,E127,Copperfield Metals A.Ş.,copperfield metals,as,9918536797,TR,E360,Pacfiic Weaving SAS,pacfiic weaving sas,,FR78660368846,FR,components,2023-02-03,Duplicate of prior quarter submission
780,portal_v2,E080,Baltic Foundry B.V.,baltic foundry b v,,NL127387209B07,NL,E112,Continental Weaving B.V.,continental weaving b v,,NL346920737B67,,component,2025-03-21,
781,portal_v1,E374,PREMIER COATINGS A.Ş.,premier coatings,as,4752892539,TR,E436,SOUTHBAY CIRCUITS LTD.,southbay circuits,ltd,GB188850611,GB,finishing,2022-03-01,Contact information outdated
782,legacy_manual_import,E274,IRONGATE LOGISTICS B.V.,irongate logistics b v,,NL511393683B38,NL,E110,"Continental Tooling Co., Ltd.",continental tooling oc,ltd,,CN,dyeing,2024-05-06,Duplicate of prior quarter submission
783,portal_v1,E174,Eastfield Components SARL,eastfield components,sarl,FR58653776073,FR,E280,"Lakeside Electronics Co., Ltd.",lakeside electronics,co ltd,YC17FKMGNQ3R7BUY9H,CN,raw_material,2025-04-20,Contact information outdated
784,legacy_manual_import,E255,IBERIAN MATERIALS AG,iberian materiasl,ag,DE817466807,DE,E060,"Apex Components Co., Ltd.",apex components,co ltd,WCF8F792RN2BJZLJUT,CN,logistics,2025-12-02,Fornecedor homologado em 2023
785,portal_v2,E039,Andean Assemblies .Sp.A.,andean assemblies s p a,,IT38826320735,IT,E083,BALTIC METALS SARL,baltic metals,sarl,341339581700446,MA,raw_material,2023-08-01,"Data provided via phone, not verified"
786,legacy_manual_import,E416,Royal Machinery Inc.,royal machinery,inc,227342425,US,E054,Apex Ceramics Sp z oo,apex ceramics,sp z oo,PL5983766493,PL,packaging,2023-10-18,
787,portal_v2,E127,Copperfield Metals A.Ş.,copperfield metals,a s,,TR,E360,Pacfiic Weaving SAS,pacfiic weaving sas,,,FR,finishing,2024-09-22,
788,portal_v2,E509,Vantage Circuits SpA,vantage circuits spa,,IT53333151593,,E309,Millbrook Polymers B.V.,millbrook polymers b v,,NL353205082B84,NL,raw_material,2023-03-24,
789,portal_v2,E254,Iberian Machinery Ltd.,iberian machinery,ltd,GB910116526,,E393,Redstone Electronics B.V.,redstone electronics b v,,NL912755756B86,NL,dyeing,2023-12-30,Contact information outdated
790,portal_v2,E336,NorthGate Textiles S.A.,notrhgate textiles,s a,ES60227680G,,E204,Golden Tooling Sp. z o.o.,godlen tooling,sp z o o,,PL,raw_material,2025-07-29,Société certifiée ISO 9001
791,legacy_manual_import,E093,Bluewater Manufacturing S.r.l.,bluewater manufacturing s r l,,IT10862914220,IT,E371,Pacific Weaving SL,pacific weaving,sl,ES36664405A,,dyeing,2024-09-23,Fornecedor homologado em 2023
792,portal_v2,E486,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,6926242393,VN,E034,ANATOLIAN POLYMERS SARL,anatolian polymers,sarl,413403018954648,MA,components,2023-05-31,
793,portal_v2,E486,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,6926242393,VN,E453,stonebridge plastics gmbh,stonebridge plastics,gmbh,DE885551925,DE,component,2025-08-25,
794,portal_v1,E319,Nordic Materials GmbH,nordic materials,gmbh,DE502141043,DE,E072,"Atlantic Steel Co., Ldt.",atlantic steel co ldt,,6809149499,VN,components,2024-10-01,
795,portal_v2,E390,Redstone Chemicals Lda.,redstone chemicals lda,,PT253396557,PT,E207,Highland Components SAS,highland components sas,,FR34285656538,FR,packaging,2024-01-18,
796,portal_v2,,,,,ES88454746C,ES,E139,CORNERSTONE FASTENERS S.A.,cornerstone fasteners,s a,ES20546820H,ES,raw_material,2024-03-27,Duplicate of prior quarter submission
797,portal_v1,E183,Global Alloys SARL,global alloys,sarl,FR02653954607,FR,E369,Pacific Metals Inc.,pacific metals,inc,,US,materia_prima,2022-10-26,
798,portal_v1,E019,alpine materials ltd.,alpine materials,ltd,GB409940422,,E381,"Prime Electronics Co, Ltd",prime electronics,co ltd,VE8QMU72MHTLP9NJ96,CN,component,2023-10-25,"Data provided via phone, not verified"
799,legacy_manual_import,E295,"Meridian Foundry Co., Ltd.",meridian foundry,co ltd,6936664761,VN,E397,"REDSTONE PLASTICS CO., LTD.",redstone plastics,co ltd,2677094459,VN,raw_material,2022-01-11,Contrato renovado según acuerdo marco
800,portal_v2,,,,,FR58653776073,FR,E151,Crestwood Dyeworks SAS,crestwood dyeworks sas,,FR04397040587,FR,raw_material,2024-06-20,
801,legacy_manual_import,E183,Global Alloys SARL,global alloys,sarl,FR02653954607,FR,E109,Contienntal Textiles Pvt. Ltd.,contienntal textiles,pvt ltd,29YKHST4465A1Z5,IN,raw_material,2023-04-14,
802,portal_v2,E318,Nordic Fibers SAS,nordic fibers sas,,FR32114540305,FR,E437,Southbay Electronics SARL,southbay electronics,sarl,346652635766034,MA,subcontracted_labor,2024-07-02,Contact information outdated
803,legacy_manual_import,E167,Danube Plastics Ltd.,danube plastics,ltd,GB286174002,,E249,Iberian Fibers SRAL,iberian fibers sral,,FR39013758056,FR,raw_material,2025-09-30,Fournisseur validé lors de l'audit 2022
804,portal_v2,E373,Permier Dyeworks A.Ş.,permier dyeworks,a s,6954004320,TR,E307,Millbrook Fibers Pvt. Ltd.,millbrook fibers,pvt ltd,84WSTJK5150A1Z5,IN,raw_material,2023-10-31,
805,portal_v2,E290,Meridian Assebmlies Sp. z o.o.,meridian assemblies,sp z o o,PL3793702943,,E013,Alpine Assemblies A.Ş.,alpine assemblies,a s,1619347714,TR,components,2022-12-01,
806,portal_v2,E104,Continental Fasteners SARL,continental fastenesr,sarl,524296237088409,MA,E220,"Highland oToling Co., Ltd.",highland otoling,co ltd,G9GDNTQUXZJWLN2EV6,CN,raw_material,2022-08-08,
807,portal_v2,E069,Atlantic Logistics S.r.l.,atlantic logistics s r l,,IT04077145284,IT,E267,Irongate Alloys A.Ş.,irongate alloys,a s,6888337780,TR,dyeing,2023-03-08,
808,portal_v2,E517,Westport Electronics SARL,westport electronics,sarl,394225258329500,MA,E115,Copperfeild Fasteners GmbH,copperfeild fasteners,gmbh,713595939,,component,2022-05-15,
809,legacy_manual_import,E055,APEX CIRCUITS S.P.A.,apex circuits s pa,,IT59296256706,IT,E460,Summit Industries SAS,summit industries sas,,FR50014475805,FR,dyeing,2022-07-24,
810,legacy_manual_import,E319,Nordic Materials GmbH,nordic materials,gmbh,DE502141043,DE,E341,Northgate Trading S.A.,northgate trading,s a,ES71132831E,ES,logistics,,
811,portal_v2,E315,Nordci Materials GmbH,nordci materials,gmbh,,,E418,"Royal Trading Co., Ltd.",royal trading,co ltd,7398432518,VN,raw_material,2025-09-07,
812,legacy_manual_import,E124,Copperfield Group S.L.,copperfield group,s l,ES02793116B,ES,E321,"Nordic Steel Co., Ltd.",nordic steel,co ltd,8GD5XVJXREAEQ92CHW,CN,raw_material,2024-07-31,
813,portal_v2,E365,Pacific Dyeworks B.V.,pacific dyeworks b v,,NL382948470B92,,E282,LAKESIDE INDUSTRIES LDA.,lakeside industries lda,,PT868765643,PT,materia_prima,2023-03-10,
814,legacy_manual_import,E045,andean leather pvt. ltd.,andean leather,pvt ltd,02HCGCH6332A1Z5,IN,E038,Andean Assemblies S.p.A.,andean assemblies s p a,,IT38826320735,,logistics,2022-10-05,
815,portal_v1,E383,prime packaging sarl,prime packaging,sarl,FR39133626704,FR,E475,Sunrise Components Pvt .Ltd.,sunrise components,pvt ltd,,IN,raw_material,2024-07-17,
816,portal_v2,E174,Eastfield Components SARL,eastfield components,sarl,FR58653776073,FR,E483,TBD,tbd,,FR04397040587,FR,raw_material,2025-03-10,"Data provided via phone, not verified"
817,portal_v1,E061,Apex Industries A.Ş.,apex industries,a s,,TR,E042,Andean Components .BV.,andean components b v,,NL029205177B36,NL,packaging,2025-04-01,Fornecedor homologado em 2023
818,legacy_manual_import,E021,Alpine Plastics A.Ş.,alpine plastics,a s,0683495249,TR,E117,Copperfield Dyeworks Pvt. Ltd.,copperfield dyeworks,pvt ltd,56IJOUL3230A1Z5,IN,components,2025-06-19,
819,portal_v2,E437,Southbay Electronics SARL,southbay electronics,sarl,,MA,E517,Westport Electronics SARL,westport electronics,sarl,394225258329500,MA,finishing,2022-07-22,
820,portal_v2,E070,Atlantic Logistics Srl,atlantic logistics srl,,IT04077145284,,E057,APEX CIRCUITS S.P.A.,apex circuits s p a,,,,raw_material,2022-04-22,
821,legacy_manual_import,E104,Continental Fasteners SARL,continental fasteners,sarl,524296237088409,MA,E497,United Machinery tLd.,united machinery tld,,,GB,logistics,2025-09-04,Şirket 2021'de denetlendi
822,portal_v2,E045,andean leather pvt. ltd.,andean leather,pvt ltd,02HCGCH6332A1Z5,IN,E028,Anatolian Ceramics S.L.,anatolian ceramics,s l,ES74672173A,ES,materia_prima,2025-04-01,
823,portal_v2,E170,Danube Tooling S.r.l.,danube tooling s r l,,IT40418653428,IT,E495,UNITED LEATHER SP. Z O.O.,united leather,sp z oo,PL0846433592,PL,raw_material,2025-07-31,
824,portal_v2,E183,Global Alloys SARL,global alloys,sarl,FR02653954607,FR,E084,Baltic Trading Ltd.,baltic trading,ltd,GB261367723,,components,2023-05-21,Société certifiée ISO 9001
