entity_id,canonical_name,core_name,legal_suffix,tax_id,country,raw_variants,mention_count
E371,TBD,tbd,,3529838408,VN,TBD,1
E372,TBD,tbd,,,DE,TBD,1
E373,TBD,tbd,,04397040587,FR,TBD,1
E374,TBD,tbd,,,ES,TBD,1
E375,Uinted Fasteners GmbH,uinted fasteners,gmbh,265604717,DE,Uinted Fasteners GmbH,1
E376,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,6926242393,VN,"UNITED ASSEMBLIES CO., LTD. | United Assemblies Co, Ltd | United Assemblies Co. ,Ltd. | United Assemblies Co., Ltd. | united assemblies co., ltd.",34
E377,united chemicals ltd.,united chemicals,ltd,666750464,GB,United Chmeicals Ltd. | united chemicals ltd.,4
E378,United Electronics Lda.,united electronics lda,,936220143,PT,United Electronics Lda. | united electronics lda.,2
E379,United Eletcronics Lda.,united eletcronics lda,,,PT,United Eletcronics Lda.,1
E380,united fasteners gmbh,united fasteners,gmbh,265604717,DE,United Fasteners GmbH | united fasteners gmbh,4
E381,UNITED FOUNDRY LDA.,united foundry lda,,323269615,PT,UNITED FOUNDRY LDA. | United Foundry Lda | United Foundry Lda. | united foundry lda.,5
E382,United Fuondry Lda.,united fuondry lda,,,PT,United Fuondry Lda.,1
E383,United Leather Sp z oo,united leather,sp z o o,084633592,PL,UNITED LEATHER SP. Z O.O. | United Leather Sp z oo | United Leather Sp. z o.o. | united leather sp. z o.o.,10
E384,United Machinery Ltd.,united machinery,ltd,286459114,GB,United Machinery Ltd | United Machinery Ltd. | United Machinery tLd.,6
E385,UNKNOWN,unknown,,,MA,UNKNOWN,1
E386,UNKNOWN,unknown,,6888337780,TR,UNKNOWN,1
E387,UNKNOWN,unknown,,,PL,UNKNOWN,1
E388,VANTAGE ALLOYS SARL,vantage alloys,sarl,193008687593586,MA,VANTAGE ALLOYS SARL | Vantage Allosy SARL | Vantage Alloys SARL | vantage alloys sarl,30
E389,VANTAGE ALLOYS S.R.L.,vantage alloys s r l,,12170074530,IT,VANTAGE ALLOYS S.R.L. | Vantage Alloys S.r.l.,5
E390,Vantage Assemblies SAS,vantage assemblies sas,,03191475196,FR,Vantage Assemblies SAS | vantage assemblies sas,6
E391,"Vantage Chemicals Co, Ltd",vantage chemicals,co ltd,848MM2UGJMKQ90BK6N,CN,"VANTAGE CHEMICALS CO., LTD. | Vantage Chemicals Co, Ltd | Vantage Chemicals Co., Ltd. | Vantage ChemicalsC o., Ltd.",4
E392,Vantage Chemicals SAS,vantage chemicals sas,,60661010435,FR,VANTAGE CHEMICALS SAS | Vantage Chemicals SAS,4
E393,vantage circuits s.p.a.,vantage circuits s p a,,53333151593,IT,VANTAGE CIRCUITS S.P.A. | Vantaeg Circuits S.p.A. | Vantage Circuits S.p.A. | Vantage Circuits SpA | vantage circuits s.p.a.,19
E394,VANTAGE INDUSTRIES GMBH,vantage industries,gmbh,784402277,DE,VANTAGE INDUSTRIES GMBH | Vantage Industries GmbH | Vantage Industries mGbH | vantage industries gmbh,6
E395,VANTAGE PACKAGING PVT. LTD.,vantage packaging,pvt ltd,06JURYD6700A1Z5,IN,VANTAGE PACKAGING PVT. LTD. | Vantage Packaging Pvt Ltd,4
E396,Vantage Textiles S.A.,vantage textiles,s a,30633873E,ES,VANTAGE TEXTILES S.A. | Vantage Textiles S.A. | Vantage Textiles SA | Vantage Textilse S.A. | vantage textiles s.a.,6
E397,VANTAGE TOOLING LDA.,vantage tooling lda,,501617122,PT,VANTAGE TOOLING LDA. | Vantage Tooling Lda. | vantage tooling lda.,3
E398,Westport Electronics SARL,westport electronics,sarl,394225258329500,MA,WESTPORT ELECTRONICS SARL | Westoprt Electronics SARL | Westport Electronics SARL | westport electronics sarl,43
E399,"westport industries co., ltd.",westport industries,co ltd,3529838408,VN,"Westpor tIndustries Co., Ltd. | Westport Industries Co, Ltd | westport industries co., ltd.",5
E400,"Westport Leather Co., Ltd.",westport leather,co ltd,6M9BNZNYHPA3BGKNER,CN,"Westport Leather Co., Ltd.",5
E401,Westport Manufactuirng S.p.A.,westport manufactuirng s p a,,14525569325,IT,Westport Manufactuirng S.p.A.,2
E402,Westport Manufacturing B.V.,westport manufacturing b v,,521295413B38,NL,WESTPORT MANUFACTURING B.V. | Westport Manufacturing B.V. | westport manufacturing b.v.,5
E403,Westport Manufacturing S.p.A.,westport manufacturing s p a,,,IT,Westport Manufacturing S.p.A.,2
E404,Westport Manufacutring B.V.,westport manufacutring b v,,,,Westport Manufacutring B.V.,1
E405,Westport Packaging Ltd.,westport packaging,ltd,604944530,GB,Westport Packaging Ltd | Westport Packaging Ltd. | westport packaging ltd.,7
E406,Westport Trading A.Ş.,westport trading,a s,9238434939,TR,WESTPORT TRADING A.Ş. | Westport Trading A.Ş. | Westport Trading AŞ | Westprot Trading A.Ş. | westport trading a.ş.,21
E407,Westport Yarns SAS,westport yarns sas,,75221771329,FR,Westport Yarns SAS | westport yarns sas,3
